,chapter,lemma,grammar,word_th_trans_en,freq,loan,hg_context
3894,И,иса,N,ива,4,False,False
3895,И,ироплан,"N, transport",самолёт,1,False,False
3896,И,ирония,N,ирония,1,True,False
3897,И,Иродиада,"N, PN, persn",Иродиада,8,True,False
3898,И,Ирод,"N, PN, persn",Ирод,71,True,False
3899,И,Ирландия,"N, PN, topn",Ирландия,9,True,False
3900,И,ирландец,"N, anim, hum",ирландец,2,True,False
3901,И,Иркутск,"N, PN, topn",Иркутск,2,True,False
3902,И,Ирина,"N, PN, persn",Ирина,222,True,False
3903,И,ирецтоньбрят,ADV,спьяна,2,False,False
3904,И,ирецта,A,пьяный,21,False,False
3905,И,иретьфти,A,хмельной; угарный,1,False,False
3906,И,ирендемс,"V, intr",лениться,1,False,False
3907,И,иретьфти,"V, intr",хмельной; угарный,1,False,True
3908,И,Исаев,"N, PN, famn",Исаев,1,True,False
3909,И,иредемс,"V, intr","опьянеть, угореть",13,False,False
3911,И,Исаева,"N, PN, famn",Исаева,1,True,False
3912,И,исполнитель,"N, anim, hum",исполнитель,49,True,False
3913,И,исполком,N,исполком,131,True,False
3914,И,исповедь,N,исповедь,3,True,False
3915,И,испанка,"N, anim, hum",испанка,1,True,False
3916,И,Испания,"N, PN, topn",Испания,21,True,False
3917,И,испанец,"N, anim, hum",испанец,2,True,False
3918,И,Инсарскяй,"A, topn",Инсарский,189,False,False
3919,И,искусствоведения,N,искусствоведение,14,False,False
3920,И,искусствовед,"N, anim, hum",искусствовед,4,True,False
3921,И,искусственнай,A,искусственный,42,False,False
3922,И,искусства,N,искусство,733,False,False
3923,И,Искра,"N, PN",Искра,9,True,False
3924,И,ископаемай,N,ископаемое,4,False,False
3925,И,исключительнай,A,исключительный,1,False,False
3926,И,исключения,N,исключение,3,False,False
3927,И,иск,N,иск,2,True,False
3928,И,Исайчева,"N, PN, famn",Исайчева,4,True,False
3929,И,Исай,"N, PN, persn",Исай,6,True,False
3930,И,Исаия,"N, PN, persn",Исаия,70,True,False
3932,И,Инсар,"N, PN, topn",Инсар,93,True,False
3933,И,ИНН,N,ИНН,3,True,False
3934,И,иностранец,"N, anim, hum",иностранец,4,True,False
3935,И,изобразительнай,A,изобразительный,57,False,False
3936,И,изложения,N,изложение,2,False,False
3937,И,изжога,N,изжога,10,True,False
3938,И,изделия,N,изделие,52,False,False
3939,И,издательства,N,издательство,180,False,False
3940,И,издательскяй,A,издательский,27,False,False
3941,И,издатель,"N, anim, hum",издатель,1,True,False
3942,И,издания,N,издание,508,False,False
3943,И,изгорды,"N, anim, hum",ворчун,2,False,True
3944,И,изгордомс,"V, intr",ворчать,10,False,False
3945,И,извозчик,"N, anim, hum",извозчик,2,True,False
3946,И,извинения,N,извинение,1,False,False
3947,И,изобретатель,"N, anim, hum",изобретатель,1,True,False
3948,И,извещения,N,извещение,5,False,False
3949,И,известняк,N,известняк,1,True,False
3950,И,известковай,A,известковый,2,False,False
3951,И,Известия,"N, PN",Известия,38,True,False
3952,И,известь,N,известь,1,True,False
3953,И,известень,A,известковый,1,False,False
3954,И,избирком,N,избирком,2,True,False
3955,И,избирательнай,A,избирательный,154,False,False
3956,И,избиратель,"N, anim, hum",избиратель,114,True,False
3957,И,изба-читальня,N,изба-читальня,5,True,False
3958,И,ижор,"N, anim, hum",ижор,2,True,False
3959,И,Ижевск,"N, PN, topn",Ижевск,26,True,False
3960,И,иждивения,N,иждивение,1,False,False
3962,И,изобретения,N,изобретение,3,False,False
3963,И,изолятор,N,изолятор,3,True,False
3964,И,изостудия,N,изостудия,2,True,False
3965,И,иллюстративнай,A,иллюстративный,1,False,False
3966,И,иллюзия,N,иллюзия,1,True,False
3967,И,Илларионовна,"N, PN, patrn",Илларионовна,5,True,False
3968,И,Илларионович,"N, PN, patrn",Илларионович,3,True,False
3969,И,Илларион,"N, PN, persn",Илларион,9,True,False
3970,И,Илия,"N, PN, persn",Илия,38,True,False
3971,И,илиня,"N, dim","веточка, прутик",4,False,False
3972,И,илиень,N,"ветка, лоза, прут | другой, иной | прутяной, из прутьев",1,False,False
3973,И,или,A,"ветка, лоза, прут | другой, иной | прутяной, из прутьев",1,False,False
3974,И,илештень,"V, tr","засучить, завернуть",6,False,False
3975,И,илештемс,ADV,засучив (рукава),6,False,False
3976,И,илештемс,"V, tr","засучить, завернуть",3,False,False
3977,И,ила,N,обряд,3070,False,False
3978,И,ил,N,ил,7,True,False
3979,И,икра,N,икра,8,True,False
3980,И,Икония,"N, PN, topn",Икония,7,True,False
3981,И,икона,N,икона,2,True,False
3982,И,Иисус,"N, PN, persn",Иисус,2042,True,False
3983,И,изюмня,"N, dim",изюмчик,1,False,False
3984,И,изюм,N,изюм,9,True,False
3985,И,изь,PART,"не, нет",11,False,False
3987,И,изъятельнай,A,изъятельный,1,False,False
3988,И,изъявительнай,A,изъявительный,1,False,False
3989,И,изучения,N,изучение,2,False,False
3990,И,изумруд,N,изумруд,3,True,False
3991,И,Израиль,"N, PN, topn",Израиль,101,True,False
3992,И,иждивенец,"N, anim, hum",иждивенец,1,True,False
3993,И,иллюстратор,"N, anim, hum",иллюстратор,1,True,False
3994,И,Иехония,"N, PN, persn",Иехония,2,True,False
3995,И,Иерусалим,"N, PN, topn",Иерусалим,182,True,False
3996,И,идейнай,A,иденый,2,False,False
3997,И,идеал,N,идеал,1,True,False
3998,И,игуменья,"N, anim, hum",игуменья,1,True,False
3999,И,игумен,"N, anim, hum",игумен,21,True,False
4000,И,игромания,N,игромания,1,True,False
4001,И,игрища,N,игрища,1,True,False
4002,И,Игорь,"N, PN, persn",Игорь,68,True,False
4003,И,Игоревна,"N, PN, patrn",Игоревна,2,True,False
4004,И,Игоревич,"N, PN, patrn",Игоревич,2,True,False
4005,И,Игнатьевич,"N, PN, patrn",Игнатьевич,5,True,False
4006,И,Игнатьев,"N, PN, famn",Игнатьев,10,True,False
4007,И,Игнатова,"N, PN, famn",Игнатова,7,True,False
4008,И,идемс,"V, tr",спасти; выкупить,200,False,False
4009,И,Игнат,"N, PN, persn",Игнат,1,True,False
4010,И,Ивашкин,"N, PN, famn",Ивашкин,7,True,False
4011,И,Иваныч,"N, PN, patrn",Иваныч,7,True,False
4012,И,Ивановна,"N, PN, patrn",Ивановна,541,True,False
4013,И,Ивановка,"N, PN, topn",Ивановка,2,True,False
4014,И,Иванович,"N, PN, patrn",Иванович,759,True,False
4015,И,Иванова,"N, PN, famn",Иванова,15,True,False
4016,И,Иванов,"N, PN, famn",Иванов,14,True,False
4017,И,Иван,"N, PN, persn",Иван,485,True,False
4018,И,ивадемс,"V, tr",крикнуть,1,False,False
4019,И,Иасон,"N, PN, persn",Иасон,5,True,False
4020,И,Иаков,"N, PN, persn",Иаков,72,True,False
4021,И,и,CONJ,и,58540,True,False
4022,И,ига,N,иго,5,False,False
4023,И,идемс,A,детский,475,False,False
4024,И,идень,"N, anim, hum",ребёнок,475,False,False
4025,И,идь,"V, tr",спасти; выкупить,475,False,False
4026,И,иеромонах,"N, anim, hum",иеромонах,3,True,False
4027,И,Иерихон,"N, PN, topn",Иерихон,6,True,False
4028,И,Иеремия,"N, PN, persn",Иеремия,10,True,False
4029,И,иерей,"N, anim, hum",иерей,8,True,False
4030,И,идькспинге,N,детство,6,False,False
4031,И,идьфтома,"N, anim, hum",ребёнок,4,False,False
4032,И,идь,A,бездетный,4,False,False
4033,И,идь,"N, anim, hum",ребёнок,2545,False,False
4034,И,идол,N,идол,1,True,False
4035,И,идняка,N,кукла,1,False,False
4036,И,идняка,"N, dim, anim, hum","ребёнок, дитя",3,False,False
4037,И,идня,N,кукла,3,False,False
4038,И,идня,"N, dim, anim, hum","ребёнок, дитя",286,False,False
4039,И,Иднакар,"N, PN, topn",Иднакар,1,True,False
4040,И,иди,"N, anim, hum",защитник,8,False,True
4041,И,идея,N,идея,32,True,False
4042,И,идеология,N,идеология,105,True,False
4043,И,идеологическяй,A,идеологический,24,False,False
4044,И,идеолог,"N, anim, hum",идеолог,1,True,False
4046,И,идень,A,детский,1,False,False
4048,И,идемэвозь,"N, supernat",дьявол,43,False,False
4050,И,идемс,"N, anim, hum",ребёнок,123,False,False
4051,И,иди,"V, tr",спасти; выкупить,3,False,True
4053,И,Иессей,"N, PN, persn",Иессей,5,True,False
4054,И,иностраннай,A,иностранный,35,False,False
4055,И,иллюстрация,N,иллюстрация,27,True,False
4056,И,Ильвес,"N, PN, famn",Ильвес,1,True,False
4057,И,индустриализация,N,индустриализация,2,True,False
4058,И,Индонезия,"N, PN, topn",Индонезия,3,True,False
4059,И,индоевропейскяй,A,индоевропейский,2,False,False
4060,И,Индия,"N, PN, topn",Индия,14,True,False
4061,И,индийскяй,A,индийский,1,False,False
4062,И,индиец,"N, anim, hum",индиец,1,True,False
4063,И,индивидуальнай,A,индивидуальный,76,False,False
4064,И,индексация,N,индексация,21,True,False
4065,И,индекс,N,индекс,16,True,False
4066,И,индейка,"N, anim",индейка,1,True,False
4067,И,индеец,"N, anim, hum",индеец,3,True,False
4068,И,Ингушетия,"N, PN, topn",Ингушетия,10,True,False
4069,И,индустрия,N,индустрия,9,True,False
4070,И,ингуш,"N, anim, hum",ингуш,2,True,False
4071,И,ингольце,A,передний,10,False,False
4072,И,ингольпяли,ADV,"впредь, в дальнейшем",4,False,False
4073,И,инголькс,N,место перед чем-л.,2,False,False
4074,И,инголькиге,ADV,заранее,86,False,False
4075,И,ингольдень,A,"прежний, бывший; передний",665,False,False
4076,И,ингольце,N,передний,9,False,False
4077,И,инголь,A,место перед чем-л.,9,False,False
4078,И,инголь,N,место перед чем-л.,214,False,False
4080,И,инголи,ADV,вперёд; раньше; сначала,477,False,False
4081,И,инголдамс,"V, tr",опередить,115,False,False
4082,И,ингаляция,N,ингаляция,13,True,False
4084,И,инези,N,малина,2,False,True
4085,И,инези,A,малина,3,False,False
4086,И,инезиень,N,малиновый,3,False,False
4087,И,инородец,"N, anim, hum",инородец,1,True,False
4088,И,иномарка,"N, transport",иномарка,4,True,False
4089,И,инновация,N,инновация,53,True,False
4090,И,инновационнай,A,инновационный,210,False,False
4091,И,Инна,"N, PN, persn",Инна,15,True,False
4092,И,инкубационнай,A,инкубационный,2,False,False
4093,И,инкубатор,N,инкубатор,1,True,False
4094,И,инкса,POST,за,2139,False,False
4095,И,инкс,N,стружка; скобель,127,False,False
4096,И,инкогнито,ADV,инкогнито,4,True,False
4097,И,инициатор,"N, anim, hum",инициатор,1,True,False
4098,И,инициативнай,A,инициативный,24,False,False
4099,И,инициатива,N,инициатива,81,True,False
4100,И,инзетькс,N,стружка,4,False,False
4101,И,инзедемс,"V, tr",строгать,3,False,False
4102,И,инзамс,"V, tr","боронить, бороновать",19,False,False
4104,И,инзай,"N, anim, hum","боронить, бороновать",1,False,False
4105,И,инжиень,"N, anim, hum",гость,48,False,False
4106,И,инжи,A,гостевой,48,False,False
4107,И,инжи,"N, anim, hum",гость,1260,False,True
4108,И,инженернай,A,инженерный,26,False,False
4109,И,инженерия,N,инженерия,1,True,False
4110,И,инженер,"N, anim, hum",инженер,82,True,False
4111,И,Инешкипаз,"N, PN, supernat",Всевышний,2,False,False
4112,И,инекуй,"N, anim",гадюка,11,False,False
4113,И,инезикс,N,малина,10,False,False
4114,И,инвестор,"N, anim, hum",инвестор,26,True,False
4115,И,иль,CONJ,или,1,False,False
4116,И,инвестиция,N,инвестиция,62,True,False
4117,И,инвентарь,N,инвентарь,19,True,False
4118,И,иляназонь,N,лён,11,False,False
4119,И,иляназ,A,льняной,11,False,False
4120,И,иляназ,N,лён,17,False,False
4121,И,илять,"V, intr",запыхаться,105,False,False
4122,И,илямс,ADV,вечером,105,False,False
4123,И,илямс,"V, intr",запыхаться,5,False,False
4125,И,илядь,N,вечер,1,False,False
4127,И,илядыкс,A,"остальной, прочий",5,False,False
4128,И,илядь,"V, intr",остаться,19,False,False
4129,И,илядомс,N,вечер,19,False,False
4130,И,иляста,ADV,иногда,1,False,False
4131,И,илядомс,"V, intr",остаться,74,False,False
4132,И,иляденьберьф,ADV,весь вечер,2,False,False
4134,И,илядень,A,вечер,34,False,False
4135,И,Илья,"N, PN, persn",Илья,302,True,False
4136,И,Ильшат,"N, PN, persn",Ильшат,1,True,False
4137,И,ильхтемс,"V, tr",проводить,16,False,False
4139,И,ильхтемат,N,проводить,1,False,False
4140,И,Ильича,"N, PN",Ильича,13,True,False
4141,И,Ильич,"N, PN, patrn",Ильич,88,True,False
4142,И,Ильинична,"N, PN, patrn",Ильинична,31,True,False
4143,И,Ильин,"N, PN, famn",Ильин,4,True,False
4144,И,иляденьбяли,ADV,"под вечер, к вечеру",1,False,False
4145,И,илятемба,ADV,вечером,1,False,False
4146,И,илять-илять,ADV,вечерами,3,False,False
4147,И,илятькиге,ADV,ещё с вечера,1,False,False
4148,И,инвалидность,N,инвалидность,7,True,False
4149,И,инвалид,"N, anim, hum",инвалид,198,True,False
4150,И,инаугурация,N,инаугурация,7,True,False
4151,И,ина,PART,же,189,False,False
4152,И,Имяреков,"N, PN, famn",Имяреков,14,True,False
4153,И,имущественнай,A,имущественный,2,False,False
4154,И,имущества,N,имущество,33,False,False
4155,И,импульс,N,импульс,6,True,False
4156,И,импортнай,A,импортный,3,False,False
4157,И,импорт,N,импорт,12,True,False
4158,И,имперскяй,A,имперский,1,False,False
4159,И,империя,N,империя,20,True,False
4160,И,империалистическяй,A,империалистический,5,False,False
4161,И,империализма,N,империализм,1,False,False
4162,И,императорскяй,A,императорский,2,False,False
4163,И,император,"N, anim, hum",император,15,True,False
4164,И,иможень,N,ягода,6,False,False
4165,И,имож,A,плодовый,6,False,False
4166,И,имож,N,ягода,75,False,False
4167,И,иммунитет,N,иммунитет,30,True,False
4168,И,иммунизация,N,иммунизация,1,True,False
4169,И,имидж,N,имидж,2,True,False
4170,И,именна,PART,именно,66,False,False
4171,И,имения,N,имение,5,False,False
4172,И,именинник,"N, anim, hum",именинник,2,True,False
4173,И,именина,N,именины,1,False,False
4174,И,имамс,"V, intr",потеряться; погибнуть,2,False,False
4175,И,инвестиционнай,A,инвестиционный,49,False,False
4176,И,ингольцекс,ADV,по-прежнему,18,False,False
4177,Й,йога,N,йога,1,True,False
4178,Й,йод,N,йод,4,True,False
4179,Й,Йовлань,"N, PN, famn",Йовлань (Оло),2,False,False
4180,Й,Йошкар-Ола,"N, PN, topn",Йошкар-Ола,27,True,False
4181,Й,йогурт,N,йогурт,4,True,False
4182,К,корреспонденция,N,корреспонденция,32,True,False
4183,К,корреспондент,"N, anim, hum",корреспондент,442,True,False
4184,К,корректура,N,корректура,1,True,False
4185,К,корректор,"N, anim, hum",корректор,14,True,False
4186,К,корпус,N,корпус,152,True,False
4187,К,корпункт,N,корпункт,1,True,False
4188,К,корпорация,N,корпорация,45,True,False
4189,К,корпоратив,N,корпоратив,1,True,False
4190,К,Коротков,"N, PN, famn",Коротков,2,True,False
4191,К,корона,N,корона,1,True,False
4192,К,коромысла,N,коромысло,2,False,False
4193,К,Королёва,"N, PN, famn",Королёва,5,True,False
4194,К,коррупционер,"N, anim, hum",коррупционер,2,True,False
4195,К,Королёв,"N, PN, famn",Королёв,124,True,False
4196,К,Короленко,"N, PN, famn",Короленко,1,True,False
4197,К,королевства,N,королевство,6,False,False
4198,К,королева,"N, anim, hum",королева,5,True,False
4199,К,корожень,"N, anim",совиный,1,False,False
4200,К,корож,A,сова,1,False,False
4201,К,корож,"N, anim",сова,5,False,False
4202,К,кородомс,"V, tr",беречь; ревновать,12,False,False
4204,К,кородозь,ADV,бережно,28,False,False
4205,К,Коробов,"N, PN, famn",Коробов,1,True,False
4206,К,коробканя,"N, dim",коробочка,5,False,False
4207,К,коробка,N,коробка,12,True,False
4208,К,король,"N, anim, hum",король,2,True,False
4209,К,коррупция,N,коррупция,21,True,False
4210,К,Корсаков,"N, PN, famn",Корсаков,1,True,False
4211,К,корхнемс,"V, intr",разговаривать,1212,False,False
4212,К,Косолапова,"N, PN, famn",Косолапова,1,True,False
4213,К,косовок,ADVPRO,нигде; где-нибудь,65,False,False
4214,К,Косов,"N, PN, famn",Косов,13,True,False
4215,К,космос,N,космос,25,True,False
4216,К,космонавтика,N,космонавтика,4,True,False
4217,К,космонавт,"N, anim, hum",космонавт,38,True,False
4218,К,космодром,N,космодром,1,True,False
4219,К,Космодемьянская,"N, PN, famn",Космодемьянская,1,True,False
4220,К,космическяй,A,космический,24,False,False
4221,К,косметолог,"N, anim, hum",косметолог,2,True,False
4222,К,косметическяй,A,косметический,3,False,False
4223,К,косметика,N,косметика,5,True,False
4224,К,косилка,N,косилка,6,True,False
4225,К,Косарев,"N, PN, famn",Косарев,1,True,False
4226,К,коса-повсь,ADVPRO,"где угодно, везде",3,False,False
4227,К,коса-коса,ADVPRO,где-нибудь,1,False,False
4228,К,коса-бди,ADVPRO,где-то,16,False,False
4229,К,коса,ADVPRO,где,3099,False,False
4230,К,коряс,POST,по; в направлении,8207,False,False
4231,К,корянь,N,корень,13,False,False
4232,К,Коршунов,"N, PN, famn",Коршунов,1,True,False
4233,К,корштамс,"V, tr",хлебнуть,1,False,False
4234,К,коршамс,"V, tr",хлебать,1,False,False
4235,К,корхтамс,"V, tr",говорить,3786,False,False
4237,К,корхтамань,A,говорить,16,False,False
4238,К,корхтавкшу,A,"разговорчивый, общительный",16,False,False
4239,К,короб,N,короб,2,True,False
4240,К,корнеплод,N,корнеплод,26,True,False
4241,К,крга,"N, body","грести, скрести",9,False,False
4242,К,Корнев,"N, PN, famn",Корнев,2,True,False
4243,К,копорь,"N, body",спина,89,False,False
4244,К,копоркскя,"N, dim",глоточек,3,False,False
4245,К,копоркс,N,глоток,13,False,False
4246,К,копордамс,"V, tr",глотнуть,22,False,False
4247,К,копордамбяль,N,"выпивка, спиртное",1,False,False
4248,К,копиямс,"V, intr",копия,1,False,False
4249,К,копия,N,заболеть фурункулёзом,1,False,False
4251,К,копилка,N,копилка,13,True,False
4252,К,копадемс,"V, tr",клюнуть,1,False,False
4253,К,копас,"N, body","ковш | спина | чирей, фурункул",1,False,False
4254,К,копа,N,"ковш | спина | чирей, фурункул",1,False,False
4255,К,копа,"N, body","спина | чирей, фурункул",3,False,False
4256,К,координация,N,координация,4,True,False
4257,К,координационнай,A,координационный,85,False,False
4258,К,координатор,"N, anim, hum",координатор,45,True,False
4259,К,координат,N,координаты,4,False,False
4260,К,кооперация,N,кооперация,9,True,False
4261,К,кооперативнай,A,кооперативный,89,False,False
4262,К,кооператив,N,кооператив,42,True,False
4263,К,коняфкс,N,налобное украшение,9,False,False
4264,К,коняз,"N, body",лоб,3,False,False
4265,К,коня,N,коняз лента -- венок,3,False,False
4266,К,коня,"N, body",лоб,47,False,False
4267,К,конюх,"N, anim, hum",конюх,4,True,False
4268,К,коньяк,N,коньяк,10,True,False
4269,К,конька,N,конёк,26,False,False
4270,К,коптиндамс,"V, tr",коптить,6,False,False
4271,К,косонга,ADVPRO,нигде; где-нибудь,13,False,False
4272,К,копша,N,круглый пшеничный хлеб,19,False,False
4273,К,копыта,"N, body",копыто,4,False,False
4274,К,кормушка,N,кормушка,16,True,False
4275,К,кормовой,A,кормовой,27,True,False
4276,К,кормилець,"N, anim, hum",кормилец,1,False,False
4277,К,корма,N,еда,182,False,False
4278,К,коричневай,A,коричневый,15,False,False
4279,К,Коринф,"N, PN, topn",Коринф,15,True,False
4280,К,кориндамс,"V, tr","корить, упрекать",4,False,False
4281,К,коридор,N,коридор,26,True,False
4282,К,корзинка,N,корзинка,1,True,False
4283,К,корзина,N,корзина,8,True,False
4284,К,Корея,"N, PN, topn",Корея,26,True,False
4285,К,коренной,A,коренной,31,True,False
4286,К,коренастай,A,коренастый,1,False,False
4287,К,кореец,"N, anim, hum",кореец,4,True,False
4288,К,коре,POST,по,1261,False,False
4289,К,кордон,N,кордон,2,True,False
4290,К,корамня,"N, dim",дворик,2,False,False
4291,К,корам,N,двор,4,False,False
4292,К,корабль,"N, transport",корабль,28,True,False
4294,К,кор,N,говорить,153,False,False
4300,К,копья,N,копьё,2,False,False
4301,К,копшаня,"N, dim",круглый пшеничный хлеб,6,False,False
4302,К,Корнеева,"N, PN, famn",Корнеева,6,True,False
4303,К,коста-бди,ADVPRO,откуда-нибудь,12,False,False
4304,К,Костин,"N, PN, famn",Костин,5,True,False
4305,К,КПСС,"N, PN",КПСС,46,True,False
4306,К,КПРФ,"N, PN",КПРФ,15,True,False
4307,К,КПП,N,КПП,4,True,False
4308,К,коэффициент,N,коэффициент,2,True,False
4309,К,кошяльня,"N, dim",сумка,2,False,False
4310,К,кошяль,N,кошель,1,False,False
4311,К,кошель,N,кисет,4,False,False
4312,К,кошель,"N, PN, famn",кисет,4,False,False
4313,К,Кошелева,N,Кошелева,4,True,False
4314,К,Кошелева,"N, PN, famn",Кошелева,9,True,False
4315,К,Кошелев,"N, PN, famn",Кошелев,2,True,False
4316,К,кошаркс,N,приказ,13,False,False
4317,К,Кравченко,"N, PN, famn",Кравченко,7,True,False
4318,К,кошардомс,"V, tr","приказать, заставить",229,False,False
4319,К,кочкяря,"N, body",пятка,41,False,False
4320,К,кочкярьгя,"N, body",пятка,1,False,False
4321,К,Кочкурово,"N, PN, topn",Кочкурово,1,True,False
4322,К,Кочкурова,"N, PN, topn",Кочкурово,17,False,False
4323,К,кочкомс,"V, tr",полоть,27,False,False
4324,К,кочколды,"N, anim",перепел,1,False,True
4325,К,кочкамс,"V, tr","собрать, выбрать",1645,False,False
4327,К,кочкамат,N,выборы,266,False,False
4330,К,кочкамань,A,выборный; избирательный,12,False,False
4331,К,кош,N,шалаш,32,False,False
4332,К,краевед,"N, anim, hum",краевед,36,True,False
4333,К,краеведения,N,краеведение,18,False,False
4334,К,краеведческяй,A,краеведческий,111,False,False
4335,К,кргакстомс,"V, tr",шея; горло,1,False,False
4336,К,кргакс,"N, body",срыгнуть,1,False,False
4337,К,крга,N,ошейник,1,False,False
4339,К,краямс,"V, tr",кроить,8,False,False
4340,К,крахмал,N,крахмал,6,True,False
4341,К,Красноярск,"N, PN, topn",Красноярск,1,True,False
4342,К,Краснослободскяй,"A, topn",Краснослободский,327,False,False
4343,К,Краснослободск,"N, PN, topn",Краснослободск,34,True,False
4344,К,Краснодар,"N, PN, topn",Краснодар,26,True,False
4345,К,Красногорск,"N, PN, topn",Красногорск,2,True,False
4346,К,Краснова,"N, PN, famn",Краснова,1,True,False
4347,К,Краснов,"N, PN, famn",Краснов,3,True,False
4348,К,красноармеец,"N, anim, hum",красноармеец,3,True,False
4349,К,краснай,"A, PN",красный,101,False,False
4350,К,краска,N,краска,20,True,False
4351,К,Красавица,"N, PN",Красавица,4,True,False
4352,К,кранч,"N, anim",ворон,5,False,False
4353,К,крановщик,"N, anim, hum",крановщик,1,True,False
4354,К,крандаскя,"N, dim, transport",тележка,9,False,False
4355,К,крандаз,"N, transport",телега,26,False,False
4356,К,кран,N,кран,12,True,False
4357,К,Краков,"N, PN, topn",Краков,2,True,False
4358,К,крайняй,A,крайний,28,False,False
4359,К,крайня,"N, dim","край, страна",3,False,False
4360,К,край,N,"край, страна",542,False,False
4361,К,краевой,A,краевой,10,True,False
4363,К,конь,N,конёк,6,False,False
4364,К,кочкай,"N, anim, hum",сборщик,67,False,False
4365,К,Кочеткова,"N, PN, famn",Кочеткова,2,True,False
4366,К,котлован,N,котлован,1,True,False
4367,К,котлета,N,котлета,3,True,False
4368,К,котлет,N,котлета,2,False,False
4369,К,Котельников,"N, PN, famn",Котельников,7,True,False
4370,К,котельнай,N,котельная,9,False,False
4371,К,котелок,N,котелок,2,True,False
4372,К,кота,"NUM, coll",шесть,3,False,False
4373,К,кота,"NUM, ord",шесть,92,False,False
4374,К,кота,NUM,шесть,311,False,False
4375,К,косьфтамс,"V, tr",сушить,82,False,False
4376,К,коськоняста,ADV,насухо,1,False,False
4377,К,коськомс,"V, intr",сохнуть,68,False,False
4378,К,котлямс,"V, tr","спутать, связать",1,False,False
4379,К,коськолдамс,"V, intr","лупиться, шелушиться",1,False,False
4380,К,коське,A,насухо,2,False,False
4384,К,костёр,N,костёр,1,True,False
4385,К,костяр,N,куча сухих дров,6,False,False
4386,К,Костя,"N, PN, persn",Костя,8,True,False
4387,К,костюм,N,костюм,207,True,False
4388,К,костыль,N,костыль,9,True,False
4389,К,кострюля,N,кастрюля,1,False,False
4390,К,Кострома,"N, PN, topn",Кострома,4,True,False
4391,К,костонь,ADVPRO,откуда родом,6,False,False
4392,К,коськста,ADV,"сухой, высушенный",2,False,False
4393,К,котнай,"N, anim","наседка, клушка",2,False,False
4395,К,котнамс,"V, intr","наседка, клушка",1,False,False
4396,К,Кочетков,"N, PN, famn",Кочетков,4,True,False
4397,К,Кочелаева,"N, PN, famn",Кочелаева,9,True,False
4398,К,кочегарка,N,кочегарка,1,True,False
4399,К,кочегарка,"N, anim, hum",кочегарка,1,True,False
4400,К,кочегар,N,кочегар,1,True,False
4401,К,кочевник,"N, anim, hum",кочевник,1,True,False
4402,К,кочам,N,ломоть,14,False,False
4403,К,коцькарга,N,кочерга,15,False,False
4404,К,коцордомс,"V, intr","трещать, хрустеть",1,False,False
4405,К,коцамс,"V, intr",тлеть,5,False,False
4406,К,кофта,N,кофта,1,True,False
4407,К,кофемолка,N,кофемолка,3,True,False
4408,К,кофе,N,кофе,21,True,False
4409,К,котёл,N,котёл,1,True,False
4410,К,котьфтемс,"V, tr",щекотать,2,False,False
4411,К,котькоди,"V, intr",чувствительный к щекотке,2,False,True
4412,К,котькодемс,A,бояться щекотки,2,False,False
4413,К,котф,N,холст,177,False,False
4414,К,коттедж,N,коттедж,2,True,False
4415,К,котонь-котонь,ADV,по шесть,1,False,False
4416,К,котоксть,ADV,шесть раз,25,False,False
4418,К,Котова,"N, PN, famn",Котова,1,True,False
4421,К,Котов,"N, PN, famn",Котов,1,True,False
4424,К,коста-коста,ADVPRO,иногда,5,False,False
4425,К,концлагерь,N,концлагерь,27,True,False
4426,К,концертнай,A,концертный,167,False,False
4427,К,комлямс,"V, intr",хмельной,1,False,False
4428,К,комляв,N,хмель,1,False,False
4429,К,комля,A,опьянеть,1,False,False
4430,К,комля,N,хмель,1,False,False
4431,К,комитет,N,комитет,396,True,False
4432,К,комиссия,N,комиссия,294,True,False
4433,К,комиссариат,N,комиссариат,32,True,False
4434,К,комиссар,"N, anim, hum",комиссар,35,True,False
4435,К,комикс,N,комикс,6,True,False
4436,К,коми-пермячка,"N, anim, hum",коми-пермячка,1,True,False
4437,К,коми-пермяк,"N, anim, hum",коми-пермяк,5,True,False
4438,К,коми,N,коми,154,True,True
4440,К,комета,N,комета,5,True,False
4441,К,комендант,"N, anim, hum",комендант,10,True,False
4442,К,комедия,N,комедия,17,True,False
4443,К,комболф,N,"галоп | клокот, бурление",1,False,False
4444,К,комболфса,"V, intr","бурлить | вскачь | галоп | клокот, бурление",1,False,False
4446,К,комболдомс,ADV,"бурлить | вскачь | галоп | клокот, бурление",1,False,False
4447,К,комболф,"V, intr","бурлить | галоп | клокот, бурление",1,False,False
4448,К,комболдомс,N,"бурлить | галоп | клокот, бурление",1,False,False
4449,К,комболдомс,"V, intr",бурлить,18,False,False
4450,К,комбинированнай,A,комбинированный,9,False,False
4451,К,комбинезон,N,комбинезон,1,True,False
4452,К,комбинат,N,комбинат,23,True,False
4453,К,комендатура,N,комендатура,1,True,False
4455,К,комляв,A,в состоянии опьянения,2,False,False
4456,К,комлявста,ADV,хмельной,2,False,False
4457,К,компартия,N,компартия,4,True,False
4458,К,компания,N,компания,193,True,False
4459,К,комотнезь,ADV,вприпрыжку,1,False,False
4460,К,комотемс,"V, intr",прыгнуть,19,False,False
4461,К,комор,N,"горсть, пригоршня",3,False,False
4462,К,комок,N,"ком, комок",1,False,False
